Case ID,FG_massflow(kg/h),FG_co2_cons(mol_ratio)_i,FG_temp(C)_i,LA_massflow(kg/h),LA_temp(C)_i,WWT_flowrate(kg/h),WWB_flowrate(kg/h),RA_to_Reg_temp_i,Reb_duty(kJ/h),LA_cool_duty(kJ/h),WWT_cool_duty(kJ/h),WWT_cool_duty2(kJ/h),MEA_emission_ppm(mass_ratio),CO2_massflow_offgas(kg/h),MEA_emission(kg/h),FG_flowrate(Sm3/h),L/G (kg/kg)_i,L/G (kg/Sm3),Lean_loading(mol/mol)_i,Cap_co2(kg/h),Cap_eff(%)_o,Rich_loading(mol/mol)_o,RA_flowrate(kg/h),RA_temp_after_abs_o,Reb_duty(KJ/h),Cond_duty(kJ/h),SRD(MJ/kgco2)_o,SCD(MJ/kgco2)_o,Co2_purity(%mol)_o,Co2_prod_flowrate(kg/h),Reg_bttm_temp,Reg_bttm_flowrate(kg/h),LA_temp_after_HE_,HE_left_min_apprch_i,HE_right_min_apprch,LMTD,MEA_mkp(kg/h),Abs_ht(m)_i,SLAD(MJ/kgco2)_o,FG_co2_cons(%mol)
Case#3780,72070,0.0838,50,61400,40,55000,55010,104.5,30000000,1865000,3365000,4680000,0.001705,3898,1.71E-09,57870,0.8519,1.061,0.1052,5128,56.82,0.491,64990,35.41,30000000,17360000,5.85,3.385,0.9863,5153,123,59840,48.46,13.05,18.52,15.62,0,12,0.363689548,8.38
Case#3781,72070,0.0838,50,61400,40,55000,55010,106,15000000,214400,2759000,4028000,0.00109,5071,1.09E-09,57870,0.8519,1.061,0.1951,3955,43.82,0.4924,64200,35.35,15000000,6271000,3.792,1.585,0.9859,3974,121.5,60220,40.96,5.608,15.51,9.735,0,12,0.054209861,8.38
Case#3782,72070,0.0838,50,61400,40,55000,55010,106,20000000,592300,3071000,4369000,0.001365,4477,1.37E-09,57870,0.8519,1.061,0.1495,4549,50.4,0.4916,64600,35.37,20000000,9725000,4.396,2.138,0.9861,4572,122.4,60030,42.7,7.324,16.42,11.27,0,12,0.130204441,8.38
Case#3783,72070,0.0838,50,61400,40,55000,55010,106,25000000,784100,3249000,4558000,0.001559,4129,1.56E-09,57870,0.8519,1.061,0.1229,4897,54.25,0.4912,64840,35.39,25000000,13860000,5.106,2.83,0.9862,4920,122.8,59920,43.55,8.153,16.81,11.96,0,12,0.16011844,8.38
Case#3784,72070,0.0838,50,61400,40,55000,55010,106,30000000,906000,3368000,4683000,0.001709,3893,1.71E-09,57870,0.8519,1.061,0.1048,5133,56.87,0.491,65000,35.41,30000000,18280000,5.844,3.561,0.9863,5158,123,59840,44.07,8.662,17.02,12.37,0,12,0.176504968,8.38
Case#3785,72070,0.0838,50,61400,50,55000,55010,103,20000000,240000,3571000,4876000,0.001716,4509,1.72E-09,57870,0.8519,1.061,0.1522,4517,50.04,0.4918,64190,35.37,20000000,8072000,4.428,1.787,0.9861,4540,122.4,59650,51.01,15.64,19.42,17.46,0,12,0.05313261,8.38
Case#3786,72070,0.0838,50,61400,50,55000,55010,103,25000000,427100,3752000,5060000,0.001966,4147,1.97E-09,57870,0.8519,1.061,0.1245,4879,54.05,0.4914,64420,35.39,25000000,12160000,5.124,2.493,0.9862,4903,122.8,59510,51.85,16.45,19.83,18.09,0,12,0.08753843,8.38
Case#3787,72070,0.0838,50,61400,50,55000,55010,103,30000000,542400,3871000,5179000,0.002155,3905,2.16E-09,57870,0.8519,1.061,0.1059,5121,56.74,0.4912,64570,35.41,30000000,16560000,5.858,3.234,0.9863,5146,123,59420,52.35,16.94,20.05,18.45,0,12,0.105916813,8.38
Case#3788,72070,0.0838,50,81200,30,55000,55010,103,10000000,2949000,1497000,2497000,0.0005062,6187,5.06E-10,57870,1.127,1.403,0.3348,2839,31.46,0.4958,83520,35.6,10000000,3206000,3.522,1.129,0.9845,2853,115.6,80670,41.43,5.831,12.56,8.769,0,12,1.038746037,8.38
Case#3789,72070,0.0838,50,81200,30,55000,55010,103,15000000,4408000,2130000,3315000,0.0008026,5022,8.03E-10,57870,1.127,1.403,0.2659,4004,44.36,0.4934,84420,35.76,15000000,4556000,3.746,1.138,0.9854,4015,119.2,80400,46.52,10.76,16.19,13.29,0,12,1.100899101,8.38
Case#3790,72070,0.0838,50,81200,30,55000,55010,103,20000000,5473000,2700000,3983000,0.001233,3929,1.23E-09,57870,1.127,1.403,0.2019,5097,56.47,0.4918,85220,35.97,20000000,6447000,3.924,1.265,0.9859,5120,121.3,80100,49.88,13.91,18.3,16.01,0,12,1.073768884,8.38
Case#3791,72070,0.0838,50,81200,30,55000,55010,103,25000000,6055000,3046000,4363000,0.00163,3235,1.63E-09,57870,1.127,1.403,0.1614,5791,64.15,0.4909,85710,36.16,25000000,9592000,4.317,1.656,0.9861,5823,122.2,79890,51.57,15.41,19.18,17.23,0,12,1.045587981,8.38
Case#3792,72070,0.0838,50,81200,30,55000,55010,103,30000000,6390000,3249000,4579000,0.001942,2812,1.94E-09,57870,1.127,1.403,0.1367,6214,68.85,0.4904,86010,36.32,30000000,13500000,4.828,2.173,0.9862,6248,122.6,79760,52.5,16.18,19.58,17.83,0,12,1.028323141,8.38
Case#3793,72070,0.0838,50,81200,30,55000,55010,104.5,10000000,2081000,1586000,2618000,0.0005401,6024,5.40E-10,57870,1.127,1.403,0.3251,3002,33.25,0.4954,83650,35.62,10000000,3766000,3.332,1.255,0.9846,3011,116.2,80640,38.05,2.428,11.66,5.885,0,12,0.69320453,8.38
Case#3794,72070,0.0838,50,81200,30,55000,55010,104.5,15000000,3445000,2200000,3400000,0.0008447,4891,8.45E-10,57870,1.127,1.403,0.2582,4135,45.81,0.4932,84510,35.78,15000000,5255000,3.628,1.271,0.9855,4149,119.5,80360,42.89,7.113,15.01,10.57,0,12,0.833131802,8.38
Case#3795,72070,0.0838,50,81200,30,55000,55010,104.5,20000000,4422000,2734000,4021000,0.001267,3861,1.27E-09,57870,1.127,1.403,0.198,5165,57.22,0.4917,85270,35.99,20000000,7353000,3.873,1.424,0.9859,5190,121.4,80080,46.07,10.08,16.91,13.2,0,12,0.856147144,8.38
Case#3796,72070,0.0838,50,81200,30,55000,55010,104.5,25000000,4958000,3059000,4377000,0.001648,3209,1.65E-09,57870,1.127,1.403,0.1599,5817,64.45,0.4909,85730,36.17,25000000,10620000,4.297,1.825,0.9861,5850,122.2,79880,47.69,11.52,17.71,14.4,0,12,0.852329379,8.38
Case#3797,72070,0.0838,50,81200,30,55000,55010,104.5,30000000,5274000,3255000,4586000,0.001954,2798,1.95E-09,57870,1.127,1.403,0.1359,6228,69,0.4904,86020,36.32,30000000,14570000,4.817,2.339,0.9862,6263,122.6,79760,48.61,12.29,18.1,15,0,12,0.846820809,8.38
Case#3798,72070,0.0838,50,81200,30,55000,55010,106,15000000,2348000,2267000,3481000,0.000888,4763,8.88E-10,57870,1.127,1.403,0.2507,4263,47.23,0.493,84610,35.8,15000000,6092000,3.519,1.429,0.9855,4280,119.8,80330,38.77,2.97,13.8,7.05,0,12,0.550785832,8.38
Case#3799,72070,0.0838,50,81200,30,55000,55010,106,20000000,3230000,2766000,4057000,0.001299,3798,1.30E-09,57870,1.127,1.403,0.1943,5228,57.92,0.4916,85310,36,20000000,8404000,3.826,1.608,0.9859,5256,121.5,80060,41.74,5.739,15.5,9.823,0,12,0.617827085,8.38
Case#3800,72070,0.0838,50,81200,30,55000,55010,106,25000000,3724000,3072000,4391000,0.001666,3182,1.67E-09,57870,1.127,1.403,0.1583,5844,64.75,0.4909,85750,36.18,25000000,11780000,4.278,2.016,0.9861,5877,122.2,79870,43.31,7.127,16.24,11.06,0,12,0.637234771,8.38
Case#3801,72070,0.0838,50,81200,30,55000,55010,106,30000000,4029000,3262000,4594000,0.001966,2783,1.97E-09,57870,1.127,1.403,0.135,6243,69.17,0.4903,86030,36.33,30000000,15760000,4.806,2.525,0.9862,6277,122.6,79750,44.24,7.909,16.61,11.73,0,12,0.645362806,8.38
Case#3802,72070,0.0838,50,81200,40,55000,55010,103,10000000,367500,2196000,3376000,0.0007336,6177,7.34E-10,57870,1.127,1.403,0.3347,2849,31.56,0.4963,83190,35.61,10000000,3213000,3.51,1.128,0.9845,2862,115.6,80330,41.38,5.768,12.6,8.742,0,12,0.128992629,8.38
Case#3803,72070,0.0838,50,81200,40,55000,55010,103,15000000,1758000,2828000,4104000,0.001135,5015,1.14E-09,57870,1.127,1.403,0.2658,4011,44.44,0.4937,84010,35.76,15000000,4561000,3.74,1.137,0.9854,4023,119.2,79990,46.5,10.74,16.24,13.3,0,12,0.43829469,8.38
Case#3804,72070,0.0838,50,81200,40,55000,55010,103,20000000,2747000,3386000,4700000,0.001713,3926,1.71E-09,57870,1.127,1.403,0.2019,5100,56.51,0.492,84750,35.95,20000000,6462000,3.921,1.267,0.9859,5124,121.3,79620,49.86,13.9,18.34,16.02,0,12,0.538627451,8.38
Case#3805,72070,0.0838,50,81200,40,55000,55010,103,25000000,3277000,3719000,5041000,0.002242,3236,2.24E-09,57870,1.127,1.403,0.1617,5790,64.15,0.4911,85200,36.14,25000000,9619000,4.318,1.661,0.9861,5823,122.2,79380,51.54,15.41,19.22,17.24,0,12,0.56597582,8.38
Case#3806,72070,0.0838,50,81200,40,55000,55010,103,30000000,3581000,3914000,5237000,0.002658,2814,2.66E-09,57870,1.127,1.403,0.137,6212,68.82,0.4906,85470,36.28,30000000,13530000,4.83,2.179,0.9862,6246,122.6,79230,52.47,16.18,19.62,17.85,0,12,0.576464907,8.38
Case#3807,72070,0.0838,50,81200,40,55000,55010,104.5,15000000,783700,2897000,4179000,0.001191,4885,1.19E-09,57870,1.127,1.403,0.2581,4141,45.87,0.4935,84100,35.78,15000000,5259000,3.623,1.27,0.9855,4156,119.5,79950,42.86,7.087,15.05,10.57,0,12,0.189253803,8.38
Case#3808,72070,0.0838,50,81200,40,55000,55010,104.5,20000000,1689000,3419000,4734000,0.001757,3859,1.76E-09,57870,1.127,1.403,0.198,5167,57.25,0.4919,84790,35.97,20000000,7365000,3.871,1.425,0.9859,5193,121.4,79600,46.04,10.07,16.94,13.21,0,12,0.326882137,8.38
Case#3809,72070,0.0838,50,81200,40,55000,55010,104.5,25000000,2176000,3731000,5054000,0.002266,3210,2.27E-09,57870,1.127,1.403,0.1601,5816,64.44,0.4911,85220,36.14,25000000,10640000,4.298,1.83,0.9861,5849,122.2,79370,47.65,11.51,17.75,14.4,0,12,0.374140303,8.38
Case#3810,72070,0.0838,50,81200,40,55000,55010,104.5,30000000,2462000,3920000,5243000,0.002674,2800,2.67E-09,57870,1.127,1.403,0.1362,6226,68.98,0.4906,85480,36.29,30000000,14600000,4.819,2.345,0.9862,6261,122.6,79220,48.56,12.28,18.13,15.01,0,12,0.395438484,8.38
Case#3811,72070,0.0838,50,81200,40,55000,55010,106,20000000,488900,3449000,4766000,0.0018,3797,1.80E-09,57870,1.127,1.403,0.1944,5229,57.93,0.4919,84830,35.98,20000000,8414000,3.825,1.609,0.9859,5257,121.5,79580,41.7,5.713,15.53,9.818,0,12,0.093497801,8.38
Case#3812,72070,0.0838,50,81200,40,55000,55010,106,25000000,938000,3744000,5066000,0.00229,3183,2.29E-09,57870,1.127,1.403,0.1586,5843,64.73,0.4911,85240,36.15,25000000,11800000,4.279,2.019,0.9861,5876,122.3,79360,43.26,7.105,16.27,11.06,0,12,0.160533972,8.38
Case#3813,72070,0.0838,50,81200,40,55000,55010,106,30000000,1214000,3927000,5250000,0.00269,2786,2.69E-09,57870,1.127,1.403,0.1354,6240,69.14,0.4905,85490,36.3,30000000,15780000,4.808,2.529,0.9862,6275,122.6,79220,44.19,7.892,16.64,11.73,0,12,0.194551282,8.38
Case#3814,72070,0.0838,50,81200,50,55000,55010,103,25000000,457800,4343000,5635000,0.002995,3237,3.00E-09,57870,1.127,1.403,0.1619,5789,64.14,0.4914,84620,36.11,25000000,9652000,4.318,1.667,0.9861,5822,122.3,78800,51.51,15.4,19.26,17.26,0,12,0.079081016,8.38
Case#3815,72070,0.0838,50,81200,50,55000,55010,103,30000000,730800,4528000,5813000,0.003535,2817,3.54E-09,57870,1.127,1.403,0.1374,6209,68.79,0.4908,84870,36.25,30000000,13570000,4.832,2.186,0.9862,6244,122.7,78620,52.43,16.18,19.66,17.86,0,12,0.117700113,8.38
Case#3816,72070,0.0838,50,101000,30,55000,55010,103,10000000,3062000,1438000,2419000,0.0004967,6030,4.97E-10,57870,1.401,1.745,0.3598,2996,33.19,0.4965,103500,36.16,10000000,3376000,3.338,1.127,0.9839,3006,113.7,100500,39.65,3.497,10.7,6.442,0,12,1.022029372,8.38
Case#3817,72070,0.0838,50,101000,30,55000,55010,103,15000000,4776000,2023000,3188000,0.0007675,4925,7.68E-10,57870,1.401,1.745,0.3067,4101,45.43,0.494,104400,36.5,15000000,4632000,3.658,1.13,0.9849,4115,117.2,100300,44.67,8.171,14.24,10.93,0,12,1.164594001,8.38
Case#3818,72070,0.0838,50,101000,30,55000,55010,103,20000000,6249000,2618000,3895000,0.001214,3760,1.21E-09,57870,1.401,1.745,0.2511,5266,58.35,0.4919,105200,36.94,20000000,6061000,3.798,1.151,0.9855,5287,119.8,99960,48.67,11.73,16.77,14.1,0,12,1.186669199,8.38
Case#3819,72070,0.0838,50,101000,30,55000,55010,103,25000000,7432000,3110000,4438000,0.001847,2722,1.85E-09,57870,1.401,1.745,0.2016,6304,69.84,0.4901,106000,37.53,25000000,8080000,3.966,1.282,0.9859,6337,121.3,99670,51.67,14.15,18.31,16.14,0,12,1.17893401,8.38
Case#3820,72070,0.0838,50,101000,30,55000,55010,103,30000000,8254000,3407000,4753000,0.00248,2032,2.48E-09,57870,1.401,1.745,0.1682,6994,77.48,0.4883,106500,38.16,30000000,11150000,4.29,1.594,0.9861,7036,122.1,99470,53.68,15.53,19.05,17.23,0,12,1.180154418,8.38
Case#3821,72070,0.0838,50,101000,30,55000,55010,104.5,10000000,2052000,1547000,2570000,0.0005387,5825,5.39E-10,57870,1.401,1.745,0.3499,3201,35.46,0.496,103700,36.22,10000000,4008000,3.124,1.252,0.9842,3207,114.4,100500,36.45,0.237,9.947,2.598,0,12,0.641049672,8.38
Case#3822,72070,0.0838,50,101000,30,55000,55010,104.5,15000000,3665000,2118000,3306000,0.0008246,4742,8.25E-10,57870,1.401,1.745,0.2979,4284,47.46,0.4937,104500,36.56,15000000,5392000,3.501,1.259,0.9851,4302,117.7,100200,41.24,4.678,13.21,8.22,0,12,0.85550887,8.38
Case#3823,72070,0.0838,50,101000,30,55000,55010,104.5,20000000,5054000,2690000,3977000,0.001287,3611,1.29E-09,57870,1.401,1.745,0.2441,5415,59.99,0.4917,105400,37.01,20000000,6975000,3.694,1.288,0.9856,5439,120,99920,45.09,8.078,15.53,11.4,0,12,0.933333333,8.38
Case#3824,72070,0.0838,50,101000,30,55000,55010,104.5,25000000,6141000,3146000,4477000,0.001911,2642,1.91E-09,57870,1.401,1.745,0.1978,6384,70.73,0.4899,106100,37.59,25000000,9212000,3.916,1.443,0.9859,6420,121.4,99640,47.92,10.34,16.91,13.35,0,12,0.96193609,8.38
Case#3825,72070,0.0838,50,101000,30,55000,55010,104.5,30000000,6916000,3422000,4768000,0.002521,1995,2.52E-09,57870,1.401,1.745,0.1664,7031,77.9,0.4882,106500,38.2,30000000,12410000,4.267,1.764,0.9861,7074,122.1,99460,49.87,11.67,17.59,14.43,0,12,0.983643863,8.38
Case#3826,72070,0.0838,50,101000,30,55000,55010,106,15000000,2392000,2214000,3423000,0.0008867,4556,8.87E-10,57870,1.401,1.745,0.289,4470,49.52,0.4933,104700,36.62,15000000,6308000,3.356,1.411,0.9852,4491,118.2,100200,37.32,0.6915,12.16,4.001,0,12,0.535123043,8.38
Case#3827,72070,0.0838,50,101000,30,55000,55010,106,20000000,3683000,2760000,4055000,0.001362,3469,1.36E-09,57870,1.401,1.745,0.2373,5557,61.56,0.4914,105500,37.08,20000000,8069000,3.599,1.452,0.9857,5585,120.3,99870,40.98,3.904,14.27,7.997,0,12,0.66276768,8.38
Case#3828,72070,0.0838,50,101000,30,55000,55010,106,25000000,4689000,3180000,4513000,0.001972,2566,1.97E-09,57870,1.401,1.745,0.1941,6460,71.57,0.4897,106100,37.65,25000000,10510000,3.87,1.627,0.9859,6497,121.5,99620,43.69,6.048,15.5,10.04,0,12,0.725851393,8.38
Case#3829,72070,0.0838,50,101000,30,55000,55010,106,30000000,5420000,3436000,4784000,0.002562,1958,2.56E-09,57870,1.401,1.745,0.1646,7068,78.31,0.4881,106600,38.24,30000000,13820000,4.244,1.955,0.9861,7111,122.1,99450,45.6,7.355,16.12,11.17,0,12,0.766836446,8.38
Case#3830,72070,0.0838,50,101000,40,55000,55010,103,15000000,1532000,2878000,4159000,0.001176,4916,1.18E-09,57870,1.401,1.745,0.3066,4110,45.53,0.4944,103900,36.5,15000000,4639000,3.65,1.129,0.9849,4126,117.3,99760,44.63,8.133,14.28,10.92,0,12,0.372749392,8.38
Case#3831,72070,0.0838,50,101000,40,55000,55010,103,20000000,2925000,3457000,4774000,0.001818,3751,1.82E-09,57870,1.401,1.745,0.251,5275,58.44,0.4922,104700,36.92,20000000,6070000,3.791,1.151,0.9855,5297,119.8,99380,48.64,11.72,16.82,14.12,0,12,0.55450237,8.38
Case#3832,72070,0.0838,50,101000,40,55000,55010,103,25000000,4028000,3927000,5251000,0.002725,2717,2.73E-09,57870,1.401,1.745,0.2016,6309,69.9,0.4903,105400,37.48,25000000,8102000,3.963,1.284,0.9859,6343,121.4,99020,51.61,14.14,18.35,16.15,0,12,0.638453004,8.38
Case#3833,72070,0.0838,50,101000,40,55000,55010,103,30000000,4790000,4208000,5529000,0.003624,2031,3.62E-09,57870,1.401,1.745,0.1684,6995,77.5,0.4886,105800,38.08,30000000,11190000,4.289,1.599,0.9861,7037,122.1,98790,53.6,15.51,19.09,17.24,0,12,0.684774839,8.38
Case#3834,72070,0.0838,50,101000,40,55000,55010,104.5,15000000,404200,2972000,4261000,0.001258,4734,1.26E-09,57870,1.401,1.745,0.2979,4292,47.55,0.494,104000,36.56,15000000,5397000,3.495,1.257,0.9851,4311,117.8,99700,41.19,4.631,13.25,8.201,0,12,0.09417521,8.38
Case#3835,72070,0.0838,50,101000,40,55000,55010,104.5,20000000,1716000,3526000,4846000,0.001923,3604,1.92E-09,57870,1.401,1.745,0.244,5422,60.07,0.492,104800,36.98,20000000,6980000,3.689,1.287,0.9856,5446,120.1,99330,45.04,8.058,15.58,11.41,0,12,0.316488381,8.38
Case#3836,72070,0.0838,50,101000,40,55000,55010,104.5,25000000,2726000,3960000,5284000,0.002813,2638,2.81E-09,57870,1.401,1.745,0.1979,6388,70.77,0.4902,105400,37.53,25000000,9232000,3.914,1.445,0.9859,6425,121.4,98990,47.85,10.31,16.95,13.36,0,12,0.426737633,8.38
Case#3837,72070,0.0838,50,101000,40,55000,55010,104.5,30000000,3445000,4223000,5543000,0.003682,1994,3.68E-09,57870,1.401,1.745,0.1666,7032,77.91,0.4885,105900,38.12,30000000,12440000,4.266,1.769,0.9861,7075,122.1,98780,49.78,11.65,17.62,14.43,0,12,0.489903299,8.38
Case#3838,72070,0.0838,50,101000,40,55000,55010,106,20000000,329400,3592000,4913000,0.00203,3464,2.03E-09,57870,1.401,1.745,0.2373,5562,61.62,0.4917,104900,37.05,20000000,8073000,3.596,1.451,0.9857,5591,120.3,99280,40.92,3.87,14.31,7.984,0,12,0.059223301,8.38
Case#3839,72070,0.0838,50,101000,40,55000,55010,106,25000000,1265000,3992000,5316000,0.0029,2564,2.90E-09,57870,1.401,1.745,0.1943,6462,71.59,0.49,105500,37.59,25000000,10530000,3.869,1.629,0.9859,6500,121.5,98970,43.61,6.018,15.54,10.04,0,12,0.195759827,8.38
Case#3840,72070,0.0838,50,101000,40,55000,55010,106,30000000,1942000,4236000,5556000,0.003739,1958,3.74E-09,57870,1.401,1.745,0.1648,7068,78.31,0.4884,105900,38.17,30000000,13840000,4.244,1.959,0.9861,7112,122.2,98760,45.49,7.322,16.16,11.16,0,12,0.274759479,8.38
Case#3841,72070,0.0838,50,101000,50,55000,55010,103,25000000,571700,4667000,5942000,0.003849,2712,3.85E-09,57870,1.401,1.745,0.2017,6314,69.96,0.4906,104600,37.43,25000000,8128000,3.959,1.287,0.9859,6349,121.4,98280,51.56,14.13,18.4,16.17,0,12,0.090544821,8.38
Case#3842,72070,0.0838,50,101000,50,55000,55010,103,30000000,1276000,4930000,6221000,0.005073,2030,5.07E-09,57870,1.401,1.745,0.1687,6996,77.51,0.4889,105000,38.01,30000000,11230000,4.288,1.605,0.9861,7039,122.1,98000,53.51,15.5,19.14,17.26,0,12,0.182389937,8.38
Case#3843,72070,0.0595,20,41600,30,55000,55010,103,10000000,658600,897300,1614000,0.0004677,3868,4.68E-10,58640,0.5772,0.7094,0.2057,2626,40.43,0.4967,43940,21.1,10000000,3195000,3.808,1.217,0.9854,2633,121.2,41310,34.71,13.6,18.16,15.77,0,12,0.250799695,5.95
Case#3844,72070,0.0595,20,41600,30,55000,55010,103,15000000,1076000,1236000,2126000,0.0006332,3250,6.33E-10,58640,0.5772,0.7094,0.1356,3244,49.95,0.4955,44440,21.18,15000000,6572000,4.624,2.026,0.9858,3257,122.6,41180,37.45,16.27,19.55,17.86,0,12,0.331689273,5.95
Case#3845,72070,0.0595,20,41600,30,55000,55010,103,20000000,1235000,1386000,2341000,0.0007256,2974,7.26E-10,58640,0.5772,0.7094,0.1045,3520,54.2,0.4951,44660,21.23,20000000,10880000,5.682,3.091,0.986,3537,122.9,41120,38.43,17.2,19.94,18.54,0,12,0.350852273,5.95
Case#3846,72070,0.0595,20,41600,30,55000,55010,103,25000000,1327000,1480000,2471000,0.0007908,2801,7.91E-10,58640,0.5772,0.7094,0.08498,3693,56.87,0.4949,44790,21.27,25000000,15460000,6.769,4.186,0.986,3710,123.1,41080,38.98,17.71,20.13,18.89,0,12,0.359328459,5.95
Case#3847,72070,0.0595,20,41600,30,55000,55010,103,30000000,1388000,1545000,2560000,0.0008397,2681,8.40E-10,58640,0.5772,0.7094,0.07145,3813,58.72,0.4947,44890,21.3,30000000,20170000,7.867,5.289,0.9861,3831,123.2,41060,39.33,18.03,20.24,19.12,0,12,0.364017834,5.95
Case#3848,72070,0.0595,20,41600,30,55000,55010,104.5,10000000,113900,919400,1649000,0.0004771,3828,4.77E-10,58640,0.5772,0.7094,0.2011,2666,41.06,0.4966,43970,21.11,10000000,3654000,3.75,1.371,0.9854,2675,121.3,41300,30.78,9.674,16.78,12.9,0,12,0.042723181,5.95
Case#3849,72070,0.0595,20,41600,30,55000,55010,104.5,15000000,499300,1240000,2132000,0.0006354,3243,6.35E-10,58640,0.5772,0.7094,0.1348,3252,50.07,0.4955,44440,21.19,15000000,7129000,4.613,2.192,0.9858,3264,122.6,41180,33.44,12.25,18.06,14.97,0,12,0.153536285,5.95
Case#3850,72070,0.0595,20,41600,30,55000,55010,104.5,20000000,652300,1388000,2343000,0.0007268,2971,7.27E-10,58640,0.5772,0.7094,0.1041,3523,54.25,0.4951,44660,21.23,20000000,11450000,5.677,3.25,0.986,3540,122.9,41120,34.44,13.2,18.45,15.68,0,12,0.185154698,5.95
Case#3851,72070,0.0595,20,41600,30,55000,55010,104.5,25000000,741100,1481000,2472000,0.0007915,2799,7.92E-10,58640,0.5772,0.7094,0.08476,3695,56.9,0.4949,44800,21.27,25000000,16030000,6.766,4.339,0.986,3712,123.1,41080,35,13.73,18.63,16.06,0,12,0.200568336,5.95
Case#3852,72070,0.0595,20,41600,30,55000,55010,104.5,30000000,800600,1546000,2561000,0.0008403,2680,8.40E-10,58640,0.5772,0.7094,0.07129,3815,58.74,0.4947,44890,21.3,30000000,20750000,7.864,5.439,0.9861,3832,123.2,41060,35.37,14.07,18.74,16.29,0,12,0.209855832,5.95
Case#3853,72070,0.0595,20,41600,30,55000,55010,106,25000000,84130,1482000,2474000,0.0007924,2797,7.92E-10,58640,0.5772,0.7094,0.08452,3697,56.93,0.4949,44800,21.27,25000000,16680000,6.762,4.511,0.986,3714,123.1,41080,30.51,9.242,17.13,12.79,0,12,0.022756289,5.95
Case#3854,72070,0.0595,20,41600,30,55000,55010,106,30000000,141800,1546000,2562000,0.0008409,2678,8.41E-10,58640,0.5772,0.7094,0.07112,3816,58.76,0.4947,44890,21.3,30000000,21390000,7.861,5.606,0.9861,3834,123.2,41060,30.9,9.6,17.24,13.05,0,12,0.037159329,5.95
Case#3855,72070,0.0595,20,61400,30,55000,55010,103,10000000,193700,1054000,1854000,0.0005262,3729,5.26E-10,58640,0.8519,1.047,0.2908,2765,42.57,0.4985,63820,22.17,10000000,3133000,3.617,1.133,0.9846,2776,118.1,61050,30.95,8.781,15.06,11.64,0,12,0.07005425,5.95
Case#3856,72070,0.0595,20,61400,30,55000,55010,103,15000000,1372000,1654000,2704000,0.0009071,2600,9.07E-10,58640,0.8519,1.047,0.2029,3895,59.97,0.4958,64720,22.83,15000000,4845000,3.851,1.244,0.9855,3912,121.3,60810,36.63,13.81,18.25,15.93,0,12,0.35224647,5.95
Case#3857,72070,0.0595,20,61400,30,55000,55010,103,20000000,1969000,1987000,3134000,0.00126,1938,1.26E-09,58640,0.8519,1.047,0.1516,4556,70.15,0.4945,65240,23.45,20000000,8065000,4.39,1.77,0.9858,4584,122.3,60660,39.29,15.84,19.33,17.53,0,12,0.432177349,5.95
Case#3858,72070,0.0595,20,61400,30,55000,55010,103,25000000,2303000,2156000,3343000,0.001517,1580,1.52E-09,58640,0.8519,1.047,0.1236,4915,75.68,0.4936,65520,23.97,25000000,12140000,5.087,2.47,0.986,4944,122.7,60580,40.73,16.76,19.73,18.21,0,12,0.468565615,5.95
Case#3859,72070,0.0595,20,61400,30,55000,55010,103,30000000,2549000,2260000,3468000,0.001718,1344,1.72E-09,58640,0.8519,1.047,0.1051,5150,79.31,0.4929,65710,24.45,30000000,16530000,5.825,3.21,0.986,5181,123,60530,41.78,17.33,19.95,18.61,0,12,0.494951456,5.95
Case#3860,72070,0.0595,20,61400,30,55000,55010,104.5,15000000,570800,1681000,2741000,0.0009309,2547,9.31E-10,58640,0.8519,1.047,0.1988,3948,60.79,0.4957,64770,22.87,15000000,5535000,3.8,1.402,0.9855,3969,121.4,60800,32.73,9.869,16.86,13.05,0,12,0.144579534,5.95
Case#3861,72070,0.0595,20,61400,30,55000,55010,104.5,20000000,1128000,1995000,3144000,0.001271,1922,1.27E-09,58640,0.8519,1.047,0.1504,4572,70.4,0.4944,65250,23.47,20000000,8867000,4.374,1.939,0.9858,4601,122.3,60650,35.31,11.84,17.85,14.64,0,12,0.24671916,5.95
Case#3862,72070,0.0595,20,61400,30,55000,55010,104.5,25000000,1453000,2160000,3347000,0.001523,1572,1.52E-09,58640,0.8519,1.047,0.123,4922,75.79,0.4936,65530,23.99,25000000,12960000,5.079,2.634,0.986,4952,122.7,60580,36.77,12.78,18.24,15.35,0,12,0.295205201,5.95
Case#3863,72070,0.0595,20,61400,30,55000,55010,104.5,30000000,1696000,2262000,3471000,0.001723,1339,1.72E-09,58640,0.8519,1.047,0.1047,5155,79.38,0.4928,65710,24.46,30000000,17360000,5.819,3.368,0.986,5185,123,60530,37.83,13.38,18.46,15.78,0,12,0.32900097,5.95
Case#3864,72070,0.0595,20,61400,30,55000,55010,106,20000000,187400,2003000,3154000,0.001281,1906,1.28E-09,58640,0.8519,1.047,0.1491,4588,70.65,0.4944,65270,23.49,20000000,9767000,4.359,2.129,0.9858,4617,122.4,60650,30.84,7.343,16.37,11.26,0,12,0.040845684,5.95
